huc08,huc08_name,huc06_name,huc04_name,huc02_name,huc08_states,huc08_areasqkm
11010001,Beaver Reservoir,Upper White,Upper White,Arkansas-White-Red Region,"AR,MO",6616.55
11010002,James,Upper White,Upper White,Arkansas-White-Red Region,MO,3772.67
11010003,Bull Shoals Lake,Upper White,Upper White,Arkansas-White-Red Region,"AR,MO",6750.92
11010004,Middle White,Upper White,Upper White,Arkansas-White-Red Region,AR,3822.33
11010005,Buffalo,Upper White,Upper White,Arkansas-White-Red Region,AR,3470.72
11010006,North Fork White,Upper White,Upper White,Arkansas-White-Red Region,"AR,MO",4743.41
11010007,Upper Black,Upper White,Upper White,Arkansas-White-Red Region,"AR,MO",4984.64
11010008,Current,Upper White,Upper White,Arkansas-White-Red Region,"AR,MO",6782.63
11010009,Lower Black,Upper White,Upper White,Arkansas-White-Red Region,"AR,MO",2120.43
11010010,Spring,Upper White,Upper White,Arkansas-White-Red Region,"AR,MO",3146.93
11010011,Eleven Point,Upper White,Upper White,Arkansas-White-Red Region,"AR,MO",3114.77
11010012,Strawberry,Upper White,Upper White,Arkansas-White-Red Region,AR,1970.04
11010013,Upper White-Village,Upper White,Upper White,Arkansas-White-Red Region,AR,1918.21
11010014,Little Red,Upper White,Upper White,Arkansas-White-Red Region,AR,4666.05
11020001,Arkansas Headwaters,Upper Arkansas,Upper Arkansas,Arkansas-White-Red Region,CO,7938.23
11020002,Upper Arkansas,Upper Arkansas,Upper Arkansas,Arkansas-White-Red Region,CO,5970.26
11020003,Fountain,Upper Arkansas,Upper Arkansas,Arkansas-White-Red Region,CO,2404.55
11020004,Chico,Upper Arkansas,Upper Arkansas,Arkansas-White-Red Region,CO,1874.22
11020005,Upper Arkansas-Lake Meredith,Upper Arkansas,Upper Arkansas,Arkansas-White-Red Region,CO,5733.35
11020006,Huerfano,Upper Arkansas,Upper Arkansas,Arkansas-White-Red Region,CO,4817.55
11020007,Apishapa,Upper Arkansas,Upper Arkansas,Arkansas-White-Red Region,CO,2788.23
11020008,Horse,Upper Arkansas,Upper Arkansas,Arkansas-White-Red Region,CO,3689.95
11020009,Upper Arkansas-John Martin Reservoir,Upper Arkansas,Upper Arkansas,Arkansas-White-Red Region,"CO,KS",9990.09
11020010,Purgatoire,Upper Arkansas,Upper Arkansas,Arkansas-White-Red Region,"CO,NM",8933.44
11020011,Big Sandy,Upper Arkansas,Upper Arkansas,Arkansas-White-Red Region,CO,4794.11
11020012,Rush,Upper Arkansas,Upper Arkansas,Arkansas-White-Red Region,CO,3534.21
11020013,Two Butte,Upper Arkansas,Upper Arkansas,Arkansas-White-Red Region,CO,2087.95
11030001,Middle Arkansas-Lake McKinney,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,"CO,KS",5956.4
11030002,Whitewoman,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,"CO,KS",3775.53
11030003,Arkansas-Dodge City,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,2639.17
11030004,Coon-Pickerel,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,4853.5
11030005,Pawnee,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,4630.69
11030006,Buckner,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,2352.95
11030007,Upper Walnut Creek,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,2403.4
11030008,Lower Walnut Creek,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,2095.49
11030009,Rattlesnake,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,3226.67
11030010,Gar-Peace,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,1654.53
11030011,Cow,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,2479.93
11030012,Little Arkansas,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,3684.51
11030013,Middle Arkansas-Slate,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,2350.49
11030014,North Fork Ninnescah,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,2754.91
11030015,South Fork Ninnescah,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,2099.43
11030016,Ninnescah,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,1058.93
11030017,Upper Walnut River,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,2513.03
11030018,Lower Walnut River,Middle Arkansas,Middle Arkansas,Arkansas-White-Red Region,KS,2658.33
11040001,Cimarron Headwaters,Upper Cimarron,Upper Cimarron,Arkansas-White-Red Region,"CO,NM,OK",4345.44
11040002,Upper Cimarron,Upper Cimarron,Upper Cimarron,Arkansas-White-Red Region,"CO,KS,NM,OK",4272.92
11040003,North Fork Cimarron,Upper Cimarron,Upper Cimarron,Arkansas-White-Red Region,"CO,KS",2566.45
11040004,Sand Arroyo,Upper Cimarron,Upper Cimarron,Arkansas-White-Red Region,"CO,KS",1972.65
11040005,Bear,Upper Cimarron,Upper Cimarron,Arkansas-White-Red Region,"CO,KS",4932.48
11040006,Upper Cimarron-Liberal,Upper Cimarron,Upper Cimarron,Arkansas-White-Red Region,"KS,OK",4486.89
11040007,Crooked,Upper Cimarron,Upper Cimarron,Arkansas-White-Red Region,"KS,OK",3742.64
11040008,Upper Cimarron-Bluff,Upper Cimarron,Upper Cimarron,Arkansas-White-Red Region,"KS,OK",4816.58
11050001,Lower Cimarron-Eagle Chief,Lower Cimarron,Lower Cimarron,Arkansas-White-Red Region,"KS,OK",6272.35
11050002,Lower Cimarron-Skeleton,Lower Cimarron,Lower Cimarron,Arkansas-White-Red Region,OK,8382.6
11050003,Lower Cimarron,Lower Cimarron,Lower Cimarron,Arkansas-White-Red Region,OK,3586.35
11060001,Kaw Lake,Arkansas-Keystone,Arkansas-Keystone,Arkansas-White-Red Region,"KS,OK",2468.02
11060002,Upper Salt Fork Arkansas,Arkansas-Keystone,Arkansas-Keystone,Arkansas-White-Red Region,"KS,OK",2794.92
11060003,Medicine Lodge,Arkansas-Keystone,Arkansas-Keystone,Arkansas-White-Red Region,"KS,OK",3313.18
11060004,Lower Salt Fork Arkansas,Arkansas-Keystone,Arkansas-Keystone,Arkansas-White-Red Region,"KS,OK",6048.16
11060005,Chikaskia,Arkansas-Keystone,Arkansas-Keystone,Arkansas-White-Red Region,"KS,OK",5238.47
11060006,Black Bear-Red Rock,Arkansas-Keystone,Arkansas-Keystone,Arkansas-White-Red Region,OK,5531.63
11070101,Upper Verdigris,Verdigris,Neosho-Verdigris,Arkansas-White-Red Region,KS,3102.1
11070102,Fall,Verdigris,Neosho-Verdigris,Arkansas-White-Red Region,KS,2226.79
11070103,Middle Verdigris,Verdigris,Neosho-Verdigris,Arkansas-White-Red Region,"KS,OK",3930.32
11070104,Elk,Verdigris,Neosho-Verdigris,Arkansas-White-Red Region,KS,1815.82
11070105,Lower Verdigris,Verdigris,Neosho-Verdigris,Arkansas-White-Red Region,OK,1849.61
11070106,Caney,Verdigris,Neosho-Verdigris,Arkansas-White-Red Region,"KS,OK",5424.37
11070107,Bird,Verdigris,Neosho-Verdigris,Arkansas-White-Red Region,OK,2945.86
11070201,Neosho Headwaters,Neosho,Neosho-Verdigris,Arkansas-White-Red Region,KS,2927.99
11070202,Upper Cottonwood,Neosho,Neosho-Verdigris,Arkansas-White-Red Region,KS,2433.17
11070203,Lower Cottonwood,Neosho,Neosho-Verdigris,Arkansas-White-Red Region,KS,2493.7
11070204,Upper Neosho,Neosho,Neosho-Verdigris,Arkansas-White-Red Region,KS,3526.33
11070205,Middle Neosho,Neosho,Neosho-Verdigris,Arkansas-White-Red Region,"KS,OK",3691.26
11070206,Lake O' The Cherokees,Neosho,Neosho-Verdigris,Arkansas-White-Red Region,"AR,KS,MO,OK",2355.27
11070207,Spring,Neosho,Neosho-Verdigris,Arkansas-White-Red Region,"KS,MO,OK",6707.88
11070208,Elk,Neosho,Neosho-Verdigris,Arkansas-White-Red Region,"AR,MO,OK",2656.17
11070209,Lower Neosho,Neosho,Neosho-Verdigris,Arkansas-White-Red Region,"AR,OK",5764.73
11080001,Canadian Headwaters,Upper Canadian,Upper Canadian,Arkansas-White-Red Region,"CO,NM",4468.32
11080002,Cimarron,Upper Canadian,Upper Canadian,Arkansas-White-Red Region,NM,2718.19
11080003,Upper Canadian,Upper Canadian,Upper Canadian,Arkansas-White-Red Region,NM,5320.31
11080004,Mora,Upper Canadian,Upper Canadian,Arkansas-White-Red Region,NM,3773.97
11080005,Conchas,Upper Canadian,Upper Canadian,Arkansas-White-Red Region,NM,2634.5
11080006,Upper Canadian-Ute Reservoir,Upper Canadian,Upper Canadian,Arkansas-White-Red Region,"NM,TX",5797.86
11080007,Ute,Upper Canadian,Upper Canadian,Arkansas-White-Red Region,NM,5506.54
11080008,Revuelto,Upper Canadian,Upper Canadian,Arkansas-White-Red Region,NM,2087.39
11090101,Middle Canadian-Trujillo,Middle Canadian,Lower Canadian,Arkansas-White-Red Region,"NM,TX",4791.08
11090102,Punta de Agua,Middle Canadian,Lower Canadian,Arkansas-White-Red Region,"NM,TX",3886.19
11090103,Rita Blanca,Middle Canadian,Lower Canadian,Arkansas-White-Red Region,"NM,OK,TX",2834.72
11090104,Carrizo,Middle Canadian,Lower Canadian,Arkansas-White-Red Region,"NM,TX",2366.76
11090105,Lake Meredith,Middle Canadian,Lower Canadian,Arkansas-White-Red Region,TX,5238.65
11090106,Middle Canadian-Spring,Middle Canadian,Lower Canadian,Arkansas-White-Red Region,"OK,TX",7133.87
11090201,Lower Canadian-Deer,Lower Canadian,Lower Canadian,Arkansas-White-Red Region,"OK,TX",5290.04
11090202,Lower Canadian-Walnut,Lower Canadian,Lower Canadian,Arkansas-White-Red Region,OK,4747.16
11090203,Little,Lower Canadian,Lower Canadian,Arkansas-White-Red Region,OK,2530.82
11090204,Lower Canadian,Lower Canadian,Lower Canadian,Arkansas-White-Red Region,OK,5130.29
11100101,Upper Beaver,Upper Beaver,North Canadian,Arkansas-White-Red Region,"NM,OK,TX",7075.79
11100102,Middle Beaver,Upper Beaver,North Canadian,Arkansas-White-Red Region,"KS,OK,TX",3511.23
11100103,Coldwater,Upper Beaver,North Canadian,Arkansas-White-Red Region,"NM,OK,TX",5081.83
11100104,Palo Duro,Upper Beaver,North Canadian,Arkansas-White-Red Region,"OK,TX",5016.51
11100201,Lower Beaver,Lower Beaver,North Canadian,Arkansas-White-Red Region,"OK,TX",4612.24
11100202,Upper Wolf,Lower Beaver,North Canadian,Arkansas-White-Red Region,TX,2156.28
11100203,Lower Wolf,Lower Beaver,North Canadian,Arkansas-White-Red Region,"OK,TX",2823.08
11100301,Middle North Canadian,Lower North Canadian,North Canadian,Arkansas-White-Red Region,OK,4812.98
11100302,Lower North Canadian,Lower North Canadian,North Canadian,Arkansas-White-Red Region,OK,4842.71
11100303,Deep Fork,Lower North Canadian,North Canadian,Arkansas-White-Red Region,OK,6569.75
11110101,Polecat-Snake,Robert S. Kerr Reservoir,Lower Arkansas,Arkansas-White-Red Region,OK,3424.63
11110102,Dirty-Greenleaf,Robert S. Kerr Reservoir,Lower Arkansas,Arkansas-White-Red Region,OK,2064.43
11110103,Illinois,Robert S. Kerr Reservoir,Lower Arkansas,Arkansas-White-Red Region,"AR,OK",4283.41
11110104,Robert S. Kerr Reservoir,Robert S. Kerr Reservoir,Lower Arkansas,Arkansas-White-Red Region,"AR,OK",4564.9
11110105,Poteau,Robert S. Kerr Reservoir,Lower Arkansas,Arkansas-White-Red Region,"AR,OK",4934.41
11110201,Frog-Mulberry,Lower Arkansas-Fourche La Fave,Lower Arkansas,Arkansas-White-Red Region,AR,3330.82
11110202,Dardanelle Reservoir,Lower Arkansas-Fourche La Fave,Lower Arkansas,Arkansas-White-Red Region,AR,4830.62
11110203,Lake Conway-Point Remove,Lower Arkansas-Fourche La Fave,Lower Arkansas,Arkansas-White-Red Region,AR,2951.46
11110204,Petit Jean,Lower Arkansas-Fourche La Fave,Lower Arkansas,Arkansas-White-Red Region,AR,2846.61
11110205,Cadron,Lower Arkansas-Fourche La Fave,Lower Arkansas,Arkansas-White-Red Region,AR,1961.33
11110206,Fourche La Fave,Lower Arkansas-Fourche La Fave,Lower Arkansas,Arkansas-White-Red Region,AR,2887.11
11110207,Lower Arkansas-Maumelle,Lower Arkansas-Fourche La Fave,Lower Arkansas,Arkansas-White-Red Region,AR,2844.94
11120101,Tierra Blanca,Prairie Dog Town Fork Red,Red Headwaters,Arkansas-White-Red Region,"NM,TX",4964.29
11120102,Palo Duro,Prairie Dog Town Fork Red,Red Headwaters,Arkansas-White-Red Region,"NM,TX",2590.87
11120103,Upper Prairie Dog Town Fork Red,Prairie Dog Town Fork Red,Red Headwaters,Arkansas-White-Red Region,TX,5576.61
11120104,Tule,Prairie Dog Town Fork Red,Red Headwaters,Arkansas-White-Red Region,TX,3304.46
11120105,Lower Prairie Dog Town Fork Red,Prairie Dog Town Fork Red,Red Headwaters,Arkansas-White-Red Region,"OK,TX",3729.4
11120201,Upper Salt Fork Red,Salt Fork Red,Red Headwaters,Arkansas-White-Red Region,TX,1917.94
11120202,Lower Salt Fork Red,Salt Fork Red,Red Headwaters,Arkansas-White-Red Region,"OK,TX",3230.83
11120301,Upper North Fork Red,North Fork Red,Red Headwaters,Arkansas-White-Red Region,TX,3052.31
11120302,Middle North Fork Red,North Fork Red,Red Headwaters,Arkansas-White-Red Region,"OK,TX",4285.43
11120303,Lower North Fork Red,North Fork Red,Red Headwaters,Arkansas-White-Red Region,OK,3574.21
11120304,Elm Fork Red,North Fork Red,Red Headwaters,Arkansas-White-Red Region,"OK,TX",2404.66
11130101,Groesbeck-Sandy,Red-Pease,Red-Washita,Arkansas-White-Red Region,"OK,TX",3413.24
11130102,Blue-China,Red-Pease,Red-Washita,Arkansas-White-Red Region,"OK,TX",1994.63
11130103,North Pease,Red-Pease,Red-Washita,Arkansas-White-Red Region,TX,3866.9
11130104,Middle Pease,Red-Pease,Red-Washita,Arkansas-White-Red Region,TX,3547.96
11130105,Pease,Red-Pease,Red-Washita,Arkansas-White-Red Region,"OK,TX",2078.33
11130201,Farmers-Mud,Red-Lake Texoma,Red-Washita,Arkansas-White-Red Region,"OK,TX",6010.14
11130202,Cache,Red-Lake Texoma,Red-Washita,Arkansas-White-Red Region,OK,2071.14
11130203,West Cache,Red-Lake Texoma,Red-Washita,Arkansas-White-Red Region,OK,2848.79
11130204,North Wichita,Red-Lake Texoma,Red-Washita,Arkansas-White-Red Region,TX,2840.77
11130205,South Wichita,Red-Lake Texoma,Red-Washita,Arkansas-White-Red Region,TX,1787.28
11130206,Wichita,Red-Lake Texoma,Red-Washita,Arkansas-White-Red Region,"OK,TX",2646.76
11130207,Southern Beaver,Red-Lake Texoma,Red-Washita,Arkansas-White-Red Region,TX,1760.81
11130208,Northern Beaver,Red-Lake Texoma,Red-Washita,Arkansas-White-Red Region,OK,2237.73
11130209,Little Wichita,Red-Lake Texoma,Red-Washita,Arkansas-White-Red Region,TX,3841.2
11130210,Lake Texoma,Red-Lake Texoma,Red-Washita,Arkansas-White-Red Region,"OK,TX",2569.64
11130301,Washita Headwaters,Washita,Red-Washita,Arkansas-White-Red Region,"OK,TX",3813.73
11130302,Upper Washita,Washita,Red-Washita,Arkansas-White-Red Region,OK,8310.93
11130303,Middle Washita,Washita,Red-Washita,Arkansas-White-Red Region,OK,6495.88
11130304,Lower Washita,Washita,Red-Washita,Arkansas-White-Red Region,OK,1893.85
11140101,Bois D'arc-Island,Red-Little,Red-Sulphur,Arkansas-White-Red Region,"OK,TX",5137.18
11140102,Blue,Red-Little,Red-Sulphur,Arkansas-White-Red Region,OK,1769.24
11140103,Muddy Boggy,Red-Little,Red-Sulphur,Arkansas-White-Red Region,OK,3716.93
11140104,Clear Boggy,Red-Little,Red-Sulphur,Arkansas-White-Red Region,OK,2597.43
11140105,Kiamichi,Red-Little,Red-Sulphur,Arkansas-White-Red Region,"AR,OK",4719.43
11140106,Pecan-Waterhole,Red-Little,Red-Sulphur,Arkansas-White-Red Region,"AR,OK,TX",3747.75
11140107,Upper Little,Red-Little,Red-Sulphur,Arkansas-White-Red Region,OK,3638.17
11140108,Mountain Fork,Red-Little,Red-Sulphur,Arkansas-White-Red Region,"AR,OK",2191.76
11140109,"Lower Little Arkansas, Oklahoma",Red-Little,Red-Sulphur,Arkansas-White-Red Region,"AR,OK",5152.01
11140201,McKinney-Posten Bayous,Red-Saline,Red-Sulphur,Arkansas-White-Red Region,"AR,LA,TX",2287.13
11140202,Middle Red-Coushatta,Red-Saline,Red-Sulphur,Arkansas-White-Red Region,LA,619.05
11140203,Loggy Bayou,Red-Saline,Red-Sulphur,Arkansas-White-Red Region,"AR,LA",3871.01
11140204,Red Chute,Red-Saline,Red-Sulphur,Arkansas-White-Red Region,LA,1095.65
11140205,Bodcau Bayou,Red-Saline,Red-Sulphur,Arkansas-White-Red Region,"AR,LA",1860.48
11140206,Bayou Pierre,Red-Saline,Red-Sulphur,Arkansas-White-Red Region,"LA,TX",2902.02
11140207,Lower Red-Lake Iatt,Red-Saline,Red-Sulphur,Arkansas-White-Red Region,LA,3692.77
11140208,Saline Bayou,Red-Saline,Red-Sulphur,Arkansas-White-Red Region,LA,1266.65
11140209,Black Lake Bayou,Red-Saline,Red-Sulphur,Arkansas-White-Red Region,LA,2346.69
11140301,Sulphur Headwaters,Big Cypress-Sulphur,Red-Sulphur,Arkansas-White-Red Region,TX,2974.0
11140302,Lower Sulpher,Big Cypress-Sulphur,Red-Sulphur,Arkansas-White-Red Region,"AR,TX",4723.96
11140303,White Oak Bayou,Big Cypress-Sulphur,Red-Sulphur,Arkansas-White-Red Region,TX,2066.42
11140304,Cross Bayou,Big Cypress-Sulphur,Red-Sulphur,Arkansas-White-Red Region,"AR,LA,TX",2017.81
11140305,Lake O'the Pines,Big Cypress-Sulphur,Red-Sulphur,Arkansas-White-Red Region,TX,2290.96
11140306,Caddo Lake,Big Cypress-Sulphur,Red-Sulphur,Arkansas-White-Red Region,"LA,TX",3097.32
11140307,Little Cypress,Big Cypress-Sulphur,Red-Sulphur,Arkansas-White-Red Region,TX,1838.95
12010001,Upper Sabine,Sabine,Sabine,Texas-Gulf Region,TX,3538.32
12010002,Middle Sabine,Sabine,Sabine,Texas-Gulf Region,"LA,TX",7221.53
12010003,Lake Fork,Sabine,Sabine,Texas-Gulf Region,TX,1759.48
12010004,Toledo Bend Reservoir,Sabine,Sabine,Texas-Gulf Region,"LA,TX",6136.36
12010005,Lower Sabine,Sabine,Sabine,Texas-Gulf Region,"LA,TX",6855.98
12020001,Upper Neches,Neches,Neches,Texas-Gulf Region,TX,5036.37
12020002,Middle Neches,Neches,Neches,Texas-Gulf Region,TX,4165.14
12020003,Lower Neches,Neches,Neches,Texas-Gulf Region,TX,2856.62
12020004,Upper Angelina,Neches,Neches,Texas-Gulf Region,TX,4185.87
12020005,Lower Angelina,Neches,Neches,Texas-Gulf Region,TX,5044.57
12020006,Village,Neches,Neches,Texas-Gulf Region,TX,2908.05
12020007,Pine Island Bayou,Neches,Neches,Texas-Gulf Region,TX,1704.63
12030101,Upper West Fork Trinity,Upper Trinity,Trinity,Texas-Gulf Region,TX,5067.5
12030102,Lower West Fork Trinity,Upper Trinity,Trinity,Texas-Gulf Region,TX,3921.39
12030103,Elm Fork Trinity,Upper Trinity,Trinity,Texas-Gulf Region,TX,4813.38
12030104,Denton,Upper Trinity,Trinity,Texas-Gulf Region,TX,1863.31
12030105,Upper Trinity,Upper Trinity,Trinity,Texas-Gulf Region,TX,3547.53
12030106,East Fork Trinity,Upper Trinity,Trinity,Texas-Gulf Region,TX,3375.34
12030107,Cedar,Upper Trinity,Trinity,Texas-Gulf Region,TX,2759.91
12030108,Richland,Upper Trinity,Trinity,Texas-Gulf Region,TX,2374.3
12030109,Chambers,Upper Trinity,Trinity,Texas-Gulf Region,TX,2784.19
12030201,Lower Trinity-Tehuacana,Lower Trinity,Trinity,Texas-Gulf Region,TX,5454.54
12030202,Lower Trinity-Kickapoo,Lower Trinity,Trinity,Texas-Gulf Region,TX,8439.81
12030203,Lower Trinity,Lower Trinity,Trinity,Texas-Gulf Region,TX,2082.23
12040101,West Fork San Jacinto,San Jacinto,Galveston Bay-San Jacinto,Texas-Gulf Region,TX,2801.44
12040102,Spring,San Jacinto,Galveston Bay-San Jacinto,Texas-Gulf Region,TX,1960.33
12040103,East Fork San Jacinto,San Jacinto,Galveston Bay-San Jacinto,Texas-Gulf Region,TX,2577.15
12040104,Buffalo-San Jacinto,San Jacinto,Galveston Bay-San Jacinto,Texas-Gulf Region,TX,3062.54
12040201,Sabine Lake,Galveston Bay-Sabine Lake,Galveston Bay-San Jacinto,Texas-Gulf Region,"LA,TX",2512.03
12040202,East Galveston Bay,Galveston Bay-Sabine Lake,Galveston Bay-San Jacinto,Texas-Gulf Region,"LA,TX",2760.59
12040203,North Galveston Bay,Galveston Bay-Sabine Lake,Galveston Bay-San Jacinto,Texas-Gulf Region,TX,924.26
12040204,West Galveston Bay,Galveston Bay-Sabine Lake,Galveston Bay-San Jacinto,Texas-Gulf Region,TX,3141.3
12040205,Austin-Oyster,Galveston Bay-Sabine Lake,Galveston Bay-San Jacinto,Texas-Gulf Region,TX,1804.13
12050001,Yellow House Draw,Brazos Headwaters,Brazos Headwaters,Texas-Gulf Region,"NM,TX",9509.1
12050002,Blackwater Draw,Brazos Headwaters,Brazos Headwaters,Texas-Gulf Region,"NM,TX",4372.11
12050003,North Fork Double Mountain Fork Brazos,Brazos Headwaters,Brazos Headwaters,Texas-Gulf Region,TX,3137.79
12050004,Double Mountain Fork Brazos,Brazos Headwaters,Brazos Headwaters,Texas-Gulf Region,TX,6744.08
12050005,Running Water Draw,Brazos Headwaters,Brazos Headwaters,Texas-Gulf Region,"NM,TX",3921.35
12050006,White,Brazos Headwaters,Brazos Headwaters,Texas-Gulf Region,TX,4188.25
12050007,Salt Fork Brazos,Brazos Headwaters,Brazos Headwaters,Texas-Gulf Region,TX,5687.07
12060101,Middle Brazos-Millers,Middle Brazos-Clear Fork,Middle Brazos,Texas-Gulf Region,TX,6525.04
12060102,Upper Clear Fork Brazos,Middle Brazos-Clear Fork,Middle Brazos,Texas-Gulf Region,TX,7243.58
12060103,Paint,Middle Brazos-Clear Fork,Middle Brazos,Texas-Gulf Region,TX,2760.12
12060104,Lower Clear Fork Brazos,Middle Brazos-Clear Fork,Middle Brazos,Texas-Gulf Region,TX,1626.49
12060105,Hubbard,Middle Brazos-Clear Fork,Middle Brazos,Texas-Gulf Region,TX,3329.38
12060201,Middle Brazos-Palo Pinto,Middle Brazos-Bosque,Middle Brazos,Texas-Gulf Region,TX,8163.31
12060202,Middle Brazos-Lake Whitney,Middle Brazos-Bosque,Middle Brazos,Texas-Gulf Region,TX,6469.0
12060203,Bosque,Middle Brazos-Bosque,Middle Brazos,Texas-Gulf Region,TX,1091.82
12060204,North Bosque,Middle Brazos-Bosque,Middle Brazos,Texas-Gulf Region,TX,3220.45
12070101,Lower Brazos-Little Brazos,Lower Brazos,Lower Brazos,Texas-Gulf Region,TX,6985.97
12070102,Yegua,Lower Brazos,Lower Brazos,Texas-Gulf Region,TX,3422.31
12070103,Navasota,Lower Brazos,Lower Brazos,Texas-Gulf Region,TX,5817.57
12070104,Lower Brazos,Lower Brazos,Lower Brazos,Texas-Gulf Region,TX,4255.17
12070201,Leon,Little,Lower Brazos,Texas-Gulf Region,TX,7823.94
12070202,Cowhouse,Little,Lower Brazos,Texas-Gulf Region,TX,1884.09
12070203,Lampasas,Little,Lower Brazos,Texas-Gulf Region,TX,3916.9
12070204,Little,Little,Lower Brazos,Texas-Gulf Region,TX,2598.58
12070205,San Gabriel,Little,Lower Brazos,Texas-Gulf Region,TX,3539.87
12080001,Lost Draw,Upper Colorado,Upper Colorado,Texas-Gulf Region,"NM,TX",4636.99
12080002,Colorado Headwaters,Upper Colorado,Upper Colorado,Texas-Gulf Region,TX,7570.8
12080003,Monument-Seminole Draws,Upper Colorado,Upper Colorado,Texas-Gulf Region,"NM,TX",6239.16
12080004,Mustang Draw,Upper Colorado,Upper Colorado,Texas-Gulf Region,"NM,TX",8044.57
12080005,Johnson Draw,Upper Colorado,Upper Colorado,Texas-Gulf Region,TX,5125.22
12080006,Sulphur Springs Draw,Upper Colorado,Upper Colorado,Texas-Gulf Region,"NM,TX",4879.1
12080007,Beals,Upper Colorado,Upper Colorado,Texas-Gulf Region,TX,1575.91
12080008,Upper Colorado,Upper Colorado,Upper Colorado,Texas-Gulf Region,TX,3571.73
12090101,Middle Colorado-Elm,Middle Colorado-Concho,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,2997.78
12090102,South Concho,Middle Colorado-Concho,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,3461.63
12090103,Middle Concho,Middle Colorado-Concho,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,6972.37
12090104,North Concho,Middle Colorado-Concho,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,3845.68
12090105,Concho,Middle Colorado-Concho,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,3193.23
12090106,Middle Colorado,Middle Colorado-Concho,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,5213.77
12090107,Pecan Bayou,Middle Colorado-Concho,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,3680.04
12090108,Jim Ned,Middle Colorado-Concho,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,2029.55
12090109,San Saba,Middle Colorado-Concho,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,5947.3
12090110,Brady,Middle Colorado-Concho,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,2081.37
12090201,Buchanan-Lyndon B. Johnson Lakes,Middle Colorado-Llano,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,3289.4
12090202,North Llano,Middle Colorado-Llano,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,2380.09
12090203,South Llano,Middle Colorado-Llano,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,2417.45
12090204,Llano,Middle Colorado-Llano,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,6770.07
12090205,Austin-Travis Lakes,Middle Colorado-Llano,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,3213.91
12090206,Pedernales,Middle Colorado-Llano,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,3316.63
12090301,Lower Colorado-Cummins,Lower Colorado,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,5688.28
12090302,Lower Colorado,Lower Colorado,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,1827.49
12090401,San Bernard,San Bernard Coastal,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,2749.94
12090402,East Matagorda Bay,San Bernard Coastal,Lower Colorado-San Bernard Coastal,Texas-Gulf Region,TX,2481.96
12100101,Lavaca,Lavaca,Central Texas Coastal,Texas-Gulf Region,TX,2356.35
12100102,Navidad,Lavaca,Central Texas Coastal,Texas-Gulf Region,TX,3628.96
12100201,Upper Guadalupe,Guadalupe,Central Texas Coastal,Texas-Gulf Region,TX,3710.52
12100202,Middle Guadalupe,Guadalupe,Central Texas Coastal,Texas-Gulf Region,TX,5538.45
12100203,San Marcos,Guadalupe,Central Texas Coastal,Texas-Gulf Region,TX,3519.93
12100204,Lower Guadalupe,Guadalupe,Central Texas Coastal,Texas-Gulf Region,TX,2609.77
12100301,Upper San Antonio,San Antonio,Central Texas Coastal,Texas-Gulf Region,TX,1312.77
12100302,Medina,San Antonio,Central Texas Coastal,Texas-Gulf Region,TX,3491.67
